DeptID,Department Name,Branch / City Location,Head of Department,Total Beds,Occupied Beds,Available Beds,ICU Beds,Ventilators Count,Total Doctors,Nursing Staff,Support Staff,Floor No,Block / Wing,Monthly Operating Cost (?),Monthly Revenue (?),Emergency Service (24/7),Equipment Count,Maintenance Status,Department Rating
DEPT1113,Anaesthesiology,Chennai (Main),Dr. Ashok Srinivasan,133,94,39,24,20,22,50,8,Floor 3,Block D,1271457,1794641,No,52,Fully Operational,4.7
DEPT1114,Vascular Surgery,Vellore,Dr. Arun Pandian,65,10,55,7,5,9,55,29,Floor 4,Block B,441263,675180,Yes,74,Fully Operational,4.4
DEPT1115,Psychiatry,Chennai (Main),Dr. Ramesh Raman,84,61,23,23,11,5,16,24,Floor 6,Block Emergency Wing,403376,586422,Yes,39,Fully Operational,4.6
DEPT1116,Psychiatry,Salem,Dr. Suresh Balaji,99,39,60,15,2,22,57,9,Floor 5,Block A,1011759,1469469,Yes,81,Fully Operational,4.9
DEPT1117,Pediatrics,Chennai (Main),Dr. Prakash Chandran,80,14,66,5,2,22,40,19,Floor 6,Block Emergency Wing,814618,1235241,Yes,77,Fully Operational,4.7
DEPT1118,Oncology,Thanjavur,Dr. Suresh Chelliah,81,40,41,24,7,5,43,28,Floor 4,Block Specialty Tower,1243799,1830208,No,64,Inspection Due,4.6
DEPT1119,Plastic Surgery,Salem,Dr. Siva Ganesan,143,56,87,22,9,17,32,29,Floor 1,Block Specialty Tower,684287,904862,Yes,59,Fully Operational,4.6
DEPT1120,Pediatrics,Salem,Dr. Karthik Balaji,66,45,21,12,7,21,32,29,Floor 7,Block D,1035048,1368855,Yes,52,Under Maintenance,4.4
DEPT1121,Pediatrics,Chennai (Adyar),Dr. Prabhu Rajesh,131,86,45,16,12,14,56,29,Floor 7,Block D,649269,846651,Yes,48,Fully Operational,4.2
DEPT1122,Endocrinology,Tiruchirappalli,Dr. Kannan Chelliah,99,69,30,9,5,16,33,18,Floor 6,Block A,332822,387787,No,24,Fully Operational,4.9
DEPT1123,Plastic Surgery,Erode,Dr. Ganesh Subramanian,69,12,57,22,6,7,54,12,Floor 4,Block Specialty Tower,702826,1238613,Yes,24,Fully Operational,4.2
DEPT1124,Dermatology,Erode,Dr. Ramesh Srinivasan,121,97,24,9,3,23,18,10,Floor 1,Block Specialty Tower,576914,834831,Yes,60,Fully Operational,4.3
DEPT1125,Plastic Surgery,Thanjavur,Dr. Ashok Pandian,53,45,8,15,5,12,53,16,Floor 7,Block A,484348,777542,Yes,81,Fully Operational,4.9
DEPT1126,Psychiatry,Salem,Dr. Siva Chandran,85,54,31,7,5,24,25,25,Floor 1,Block D,1381510,2123392,Yes,27,Fully Operational,4.5
DEPT1127,Dermatology,Salem,Dr. Dinesh Chelliah,109,17,92,11,7,5,27,28,Floor 5,Block C,977251,1496790,Yes,63,Fully Operational,4.7
DEPT1128,Anaesthesiology,Thanjavur,Dr. Vijay Chandran,80,44,36,13,2,23,56,19,Floor 7,Block B,322098,459156,Yes,48,Fully Operational,4.3
DEPT1129,Plastic Surgery,Thanjavur,Dr. Saravanan Raman,80,48,32,13,6,11,19,22,Floor 3,Block B,726375,1040188,Yes,31,Fully Operational,4.9
DEPT1130,Nephrology,Salem,Dr. Karthik Srinivasan,127,52,75,11,7,7,28,9,Floor 5,Block Specialty Tower,569024,1011216,Yes,34,Inspection Due,4.7
DEPT1131,Oncology,Tirunelveli,Dr. Sundar Pandian,125,57,68,10,3,10,15,9,Floor 3,Block Specialty Tower,1039354,1392339,Yes,62,Fully Operational,4.8
DEPT1132,Rheumatology,Vellore,Dr. Ashok Natarajan,75,65,10,6,2,23,35,8,Floor 7,Block Specialty Tower,312437,570002,Yes,68,Fully Operational,4.2
DEPT1133,Urology,Thanjavur,Dr. Ramesh Venkatesh,77,66,11,15,5,7,20,23,Floor 5,Block D,1180872,1934470,Yes,34,Fully Operational,4.8
DEPT1134,Anaesthesiology,Coimbatore,Dr. Murugan Natarajan,79,55,24,12,10,21,52,11,Floor 4,Block C,348555,436348,Yes,19,Fully Operational,4.4
DEPT1135,Neurology,Salem,Dr. Karthik Kumar,121,13,108,18,12,14,39,24,Floor 3,Block A,1163669,2109710,Yes,25,Under Maintenance,4.9
DEPT1136,Pathology & Lab,Erode,Dr. Arun Venkatesh,145,19,126,7,4,13,50,10,Floor 7,Block C,892633,1548539,Yes,65,Fully Operational,4.2
DEPT1137,Cardiology,Chennai (Adyar),Dr. Ganesh Balaji,54,21,33,14,2,22,28,24,Floor 7,Block D,831834,1430044,Yes,43,Fully Operational,4
DEPT1138,Dermatology,Chennai (Main),Dr. Vijay Pandian,103,80,23,21,5,21,25,18,Floor 4,Block C,1393070,1962211,Yes,37,Fully Operational,4.8
DEPT1139,Vascular Surgery,Salem,Dr. Arun Chelliah,125,73,52,4,2,18,39,11,Floor 4,Block A,651362,1012055,Yes,63,Fully Operational,4.6
DEPT1140,Pulmonology,Erode,Dr. Sundar Rajesh,54,20,34,15,3,8,44,10,Floor 1,Block B,1335238,1784031,Yes,84,Fully Operational,4.4
DEPT1141,Pediatrics,Salem,Dr. Suresh Srinivasan,64,43,21,15,7,13,34,19,Floor 5,Block Emergency Wing,1033210,1521426,Yes,61,Fully Operational,4.5
DEPT1142,Pathology & Lab,Chennai (Adyar),Dr. Mani Raman,126,116,10,16,12,8,39,18,Floor 2,Block B,1415148,2414615,Yes,79,Fully Operational,4.2
DEPT1143,Nephrology,Tirunelveli,Dr. Dinesh Rajesh,62,49,13,8,3,20,59,26,Floor 1,Block Specialty Tower,1353927,2183585,Yes,48,Fully Operational,4.3
DEPT1144,Emergency & ICU,Chennai (Adyar),Dr. Ganesh Kumar,89,28,61,5,4,8,57,10,Floor 1,Block B,1297670,1841523,Yes,65,Fully Operational,4.3
DEPT1145,Urology,Coimbatore,Dr. Anand Balaji,65,52,13,21,15,18,20,16,Floor 6,Block C,835632,1519872,Yes,61,Fully Operational,4.4
DEPT1146,Dermatology,Thanjavur,Dr. Ramesh Balaji,67,27,40,12,7,22,31,18,Floor 1,Block A,695107,1184517,No,54,Under Maintenance,4.3
DEPT1147,Orthopedics,Coimbatore,Dr. Vignesh Raman,109,68,41,23,7,9,26,16,Floor 1,Block A,488944,743898,Yes,44,Under Maintenance,4.2
DEPT1148,Rheumatology,Erode,Dr. Arun Venkatesh,147,57,90,11,5,19,18,22,Floor 4,Block Specialty Tower,597834,1038408,Yes,82,Fully Operational,4.1
DEPT1149,Pathology & Lab,Vellore,Dr. Arun Natarajan,147,78,69,13,8,17,30,15,Floor 6,Block A,1290544,2294510,Yes,57,Inspection Due,4.7
DEPT1150,Radiology & Imaging,Tirunelveli,Dr. Aravind Kumar,56,40,16,13,7,11,39,13,Floor 5,Block Specialty Tower,1388161,1978073,No,65,Under Maintenance,4.3
DEPT1151,Dermatology,Tiruchirappalli,Dr. Aravind Balaji,62,48,14,19,13,19,29,18,Floor 2,Block C,971666,1540004,Yes,67,Fully Operational,4.7
DEPT1152,Gastroenterology,Tirunelveli,Dr. Ramesh Pandian,123,38,85,14,2,7,19,9,Floor 7,Block Specialty Tower,1388985,1844261,Yes,78,Fully Operational,4.9
DEPT1153,Vascular Surgery,Chennai (Main),Dr. Siva Subramanian,146,145,1,18,3,21,37,13,Floor 5,Block D,985644,1330501,Yes,56,Fully Operational,5
DEPT1154,Ophthalmology,Salem,Dr. Kannan Rajesh,138,136,2,24,8,16,50,18,Floor 6,Block B,1161316,2114012,No,84,Fully Operational,4.7
DEPT1155,Pulmonology,Chennai (Main),Dr. Ganesh Raman,147,145,2,6,4,24,38,10,Floor 6,Block B,1328387,2218525,Yes,82,Fully Operational,4.3
DEPT1156,Rheumatology,Chennai (Adyar),Dr. Saravanan Balaji,61,13,48,17,3,16,56,8,Floor 3,Block Specialty Tower,1130696,2062373,Yes,80,Under Maintenance,4.7
DEPT1157,Gastroenterology,Chennai (Main),Dr. Arun Ganesan,74,48,26,9,7,9,44,11,Floor 7,Block C,1161164,1516943,Yes,69,Fully Operational,4.2
DEPT1158,Anaesthesiology,Coimbatore,Dr. Senthil Swaminathan,109,41,68,5,2,13,27,21,Floor 3,Block C,639535,1089614,Yes,67,Fully Operational,4.6
DEPT1159,Rheumatology,Chennai (Adyar),Dr. Suresh Balaji,84,54,30,10,2,7,53,28,Floor 1,Block D,1106955,1777615,No,57,Fully Operational,4.1
DEPT1160,Cardiothoracic Surgery,Chennai (Adyar),Dr. Suresh Swaminathan,72,71,1,10,5,24,50,17,Floor 5,Block B,1136776,1546341,No,12,Fully Operational,5
DEPT1161,Dermatology,Thanjavur,Dr. Dinesh Swaminathan,77,13,64,7,5,21,59,9,Floor 4,Block Specialty Tower,1418901,1739795,Yes,62,Under Maintenance,4.7
DEPT1162,Nephrology,Erode,Dr. Ramesh Ganesan,133,34,99,14,2,22,41,15,Floor 6,Block C,984764,1537647,Yes,80,Fully Operational,4.8
DEPT1163,Vascular Surgery,Madurai,Dr. Aravind Rajesh,136,10,126,17,10,16,55,15,Floor 6,Block Specialty Tower,997819,1169220,Yes,70,Fully Operational,4.9
DEPT1164,ENT,Tirunelveli,Dr. Murugan Kumar,101,53,48,19,11,16,25,21,Floor 6,Block D,1007923,1190782,No,14,Under Maintenance,4.5
DEPT1165,Pediatrics,Chennai (Main),Dr. Ashok Srinivasan,112,51,61,13,5,8,42,12,Floor 5,Block A,1498594,2726416,Yes,26,Fully Operational,4.8
DEPT1166,ENT,Chennai (Adyar),Dr. Prabhu Rajesh,90,51,39,5,2,17,45,18,Floor 4,Block D,1321167,2363332,Yes,23,Fully Operational,4
DEPT1167,Pediatric Surgery,Chennai (Adyar),Dr. Prakash Sundaram,58,29,29,13,11,7,17,15,Floor 5,Block Emergency Wing,982931,1681094,Yes,43,Fully Operational,4.3
DEPT1168,Urology,Madurai,Dr. Siva Chelliah,119,72,47,8,7,11,51,8,Floor 4,Block Specialty Tower,520821,853746,No,46,Under Maintenance,4.9
DEPT1169,Gynecology & Obstetrics,Erode,Dr. Suresh Swaminathan,119,101,18,19,4,21,35,13,Floor 6,Block Specialty Tower,970493,1459656,Yes,28,Fully Operational,4.8
DEPT1170,ENT,Salem,Dr. Dinesh Ganesan,117,80,37,20,6,24,24,26,Floor 2,Block Specialty Tower,690014,1115890,No,60,Fully Operational,4.5
DEPT1171,Nephrology,Chennai (Main),Dr. Prakash Balaji,110,15,95,9,6,20,27,9,Floor 3,Block C,620956,1017763,Yes,11,Fully Operational,4.7
DEPT1172,Cardiothoracic Surgery,Salem,Dr. Dinesh Krishnan,131,44,87,14,9,22,38,28,Floor 1,Block C,1285926,1745048,Yes,25,Fully Operational,4.5
DEPT1173,Cardiology,Vellore,Dr. Mani Raman,116,27,89,20,14,16,49,29,Floor 7,Block A,455812,673540,Yes,67,Fully Operational,4.4
DEPT1174,Ophthalmology,Tirunelveli,Dr. Aravind Balaji,42,27,15,7,3,7,58,19,Floor 1,Block Specialty Tower,1109281,1407935,Yes,71,Fully Operational,4.5
DEPT1175,Pediatrics,Erode,Dr. Kannan Pandian,56,24,32,4,2,20,27,29,Floor 7,Block D,1378314,2122472,Yes,22,Fully Operational,4.2
DEPT1176,Dermatology,Thanjavur,Dr. Senthil Raman,133,92,41,10,6,7,39,9,Floor 7,Block B,1125535,1558167,Yes,52,Fully Operational,4.2
DEPT1177,Urology,Chennai (Adyar),Dr. Karthik Chelliah,43,13,30,13,12,22,37,22,Floor 3,Block A,550714,796864,Yes,12,Under Maintenance,4.6
DEPT1178,Cardiology,Tirunelveli,Dr. Sundar Swaminathan,66,24,42,10,6,14,23,16,Floor 6,Block A,929323,1242227,Yes,63,Fully Operational,4.4
DEPT1179,Dermatology,Erode,Dr. Vignesh Srinivasan,111,11,100,17,11,22,32,25,Floor 4,Block Emergency Wing,672659,1060394,No,51,Fully Operational,4.8
DEPT1180,Psychiatry,Chennai (Main),Dr. Dinesh Murugesan,83,51,32,16,15,15,49,29,Floor 2,Block C,627717,845963,Yes,16,Inspection Due,4.7
DEPT1181,Cardiology,Chennai (Main),Dr. Mani Ganesan,46,12,34,13,12,15,19,9,Floor 6,Block Specialty Tower,750615,1116472,Yes,19,Fully Operational,4.3
DEPT1182,Pediatrics,Erode,Dr. Murugan Chelliah,45,39,6,8,2,23,56,21,Floor 1,Block Emergency Wing,585282,957562,Yes,59,Fully Operational,4.7
DEPT1183,Gastroenterology,Madurai,Dr. Prabhu Natarajan,104,19,85,17,8,8,51,27,Floor 3,Block A,917484,1307620,Yes,57,Under Maintenance,4.6
DEPT1184,Gynecology & Obstetrics,Thanjavur,Dr. Karthik Srinivasan,60,51,9,20,4,6,43,24,Floor 4,Block B,1246468,1623178,Yes,10,Under Maintenance,4.1
DEPT1185,Radiology & Imaging,Chennai (Adyar),Dr. Arun Kumar,92,31,61,19,17,10,39,17,Floor 2,Block Emergency Wing,836939,1241337,No,18,Fully Operational,4
DEPT1186,Neurology,Coimbatore,Dr. Ashok Krishnan,88,11,77,20,9,24,52,19,Floor 1,Block Specialty Tower,995649,1677063,No,72,Fully Operational,4.1
DEPT1187,Endocrinology,Thanjavur,Dr. Ashok Ganesan,47,14,33,14,11,7,41,16,Floor 4,Block Specialty Tower,523378,796208,Yes,70,Fully Operational,4.6
DEPT1188,Psychiatry,Thanjavur,Dr. Mani Ganesan,111,106,5,17,8,10,28,9,Floor 1,Block Emergency Wing,1060427,1271697,No,48,Inspection Due,4.6
DEPT1189,Radiology & Imaging,Madurai,Dr. Suresh Venkatesh,135,28,107,22,18,22,26,16,Floor 7,Block B,574879,717303,Yes,48,Fully Operational,5
DEPT1190,Plastic Surgery,Chennai (Main),Dr. Vignesh Murugesan,111,83,28,4,2,18,24,26,Floor 1,Block Emergency Wing,940072,1125451,Yes,49,Fully Operational,5
DEPT1191,Pathology & Lab,Coimbatore,Dr. Sundar Chelliah,109,70,39,13,12,7,22,10,Floor 2,Block Emergency Wing,654818,1162014,Yes,43,Fully Operational,5
DEPT1192,Cardiology,Madurai,Dr. Ashok Krishnan,72,18,54,11,7,24,32,23,Floor 7,Block D,1106397,1279748,Yes,32,Fully Operational,4.9
DEPT1193,Ophthalmology,Chennai (Adyar),Dr. Sundar Sundaram,46,23,23,18,13,16,22,23,Floor 1,Block B,567535,756877,Yes,59,Fully Operational,4.4
DEPT1194,Orthopedics,Chennai (Main),Dr. Mani Srinivasan,147,55,92,21,3,11,24,22,Floor 1,Block C,1019713,1854641,No,13,Fully Operational,4.2
DEPT1195,Ophthalmology,Chennai (Main),Dr. Ashok Subramanian,64,49,15,18,2,23,29,16,Floor 5,Block D,585279,911731,Yes,47,Fully Operational,4.8
DEPT1196,Ophthalmology,Chennai (Main),Dr. Saravanan Chandran,110,57,53,21,7,6,27,17,Floor 5,Block D,375018,524524,Yes,65,Fully Operational,4.5
DEPT1197,Pulmonology,Vellore,Dr. Ganesh Chandran,53,33,20,22,5,24,38,22,Floor 4,Block A,1194466,2029126,No,33,Inspection Due,4.6
DEPT1198,Plastic Surgery,Coimbatore,Dr. Senthil Murugesan,51,27,24,17,11,14,32,8,Floor 6,Block B,1354818,2357714,No,24,Fully Operational,4.3
DEPT1199,Plastic Surgery,Tirunelveli,Dr. Ashok Balaji,66,34,32,19,14,21,55,19,Floor 5,Block B,928296,1454130,No,35,Fully Operational,4.8
DEPT1200,Neurology,Salem,Dr. Senthil Sundaram,111,90,21,21,19,16,47,19,Floor 3,Block Emergency Wing,1395842,1649511,Yes,54,Fully Operational,4.6
